d/t, 0.2m, 0.2025m, 0.205m, 0.2075m, 0.21m, 0.2125m, 0.215m, 0.2175m, 0.22m, 0.2225m, 0.225m, 0.2275m, 0.23m, 0.2325m, 0.235m, 0.2375m, 0.24m, 0.2425m, 0.245m, 0.2475m, 0.25m, 0.2525m, 0.255m, 0.2575m, 0.26m, 0.2625m, 0.265m, 0.2675m, 0.27m, 0.2725m, 0.275m, 0.2775m, 0.28m, 0.2825m, 0.285m, 0.2875m, 0.29m, 0.2925m, 0.295m, 0.2975m, 0.3m, 0.3025m, 0.305m, 0.3075m, 0.31m, 0.3125m, 0.315m, 0.3175m, 0.32m, 0.3225m, 0.325m, 0.3275m, 0.33m, 0.3325m, 0.335m, 0.3375m, 0.34m, 0.3425m, 0.345m, 0.3475m, 0.35m, 0.3525m, 0.355m, 0.3575m, 0.36m, 0.3625m, 0.365m, 0.3675m, 0.37m, 0.3725m, 0.375m, 0.3775m, 0.38m, 0.3825m, 0.385m, 0.3875m, 0.39m, 0.3925m, 0.395m, 0.3975m, 0.4m, 0.4025m, 0.405m, 0.4075m, 0.41m, 0.4125m, 0.415m, 0.4175m, 0.42m, 0.4225m, 0.425m, 0.4275m, 0.43m, 0.4325m, 0.435m, 0.4375m, 0.44m, 0.4425m, 0.445m, 0.4475m, 0.45m, 0.4525m, 0.455m, 0.4575m, 0.46m, 0.4625m, 0.465m, 0.4675m, 0.47m, 0.4725m, 0.475m, 0.4775m, 0.48m, 0.4825m, 0.485m, 0.4875m, 0.49m, 0.4925m, 0.495m, 0.4975m, 0.5m, 0.5025m, 0.505m, 0.5075m, 0.51m, 0.5125m, 0.515m, 0.5175m, 0.52m, 0.5225m, 0.525m, 0.5275m, 0.53m, 0.5325m, 0.535m, 0.5375m, 0.54m, 0.5425m, 0.545m, 0.5475m, 0.55m, 0.5525m, 0.555m, 0.5575m, 0.56m, 0.5625m, 0.565m, 0.5675m, 0.57m, 0.5725m, 0.575m, 0.5775m, 0.58m, 0.5825m, 0.585m, 0.5875m, 0.59m, 0.5925m, 0.595m, 0.5975m, 0.6m, 0.6025m, 0.605m, 0.6075m, 0.61m, 0.6125m, 0.615m, 0.6175m, 0.62m, 0.6225m, 0.625m, 0.6275m, 0.63m, 0.6325m, 0.635m, 0.6375m, 0.64m, 0.6425m, 0.645m, 0.6475m
26, 501.5227, 337.0356, 358.1341, 336.006, 237.5395, 279.3296, 213.5884, 152.3155, 182.784, 162.2899, 180.2776, 89.9611, 92.7038, 124.0846, 172.4471, 120.4159, 55.4707, 155.0032, 178.6449, 109.165, 127.3106, 148.0608, 96.0, 81.2158, 126.0873, 162.7421, 187.7472, 166.9281, 131.5029, 148.6001, 187.1069, 184.5887, 125.1319, 140.5205, 165.4116, 112.6144, 129.7575, 160.7047, 150.4161, 122.1556, 169.2483, 80.05, 87.046, 118.0381, 59.4138, 184.2281, 119.6829, 157.5436, 69.8928, 106.2309, 106.9299, 155.0, 158.8364, 90.0056, 60.208, 136.4441, 199.0025, 212.5959, 185.6071, 102.8251, 194.7434, 175.0257, 120.4159, 86.6833, 182.8004, 88.1192, 111.1261, 49.0408, 112.0045, 79.6241, 52.0, 207.6247, 195.1333, 141.3542, 143.1258, 143.028, 162.6346, 108.2451, 170.6517, 200.0625, 57.8705, 186.4725, 130.2075, 168.2201, 53.7587, 62.6099, 116.1077, 109.2016, 107.1868, 185.2242, 13.0, 119.6829, 86.977, 73.9797, 26.2488, 56.6392, 134.5362, 128.5496, 74.1687, 96.9381, 22.8254, 91.5478, 201.4671, 33.4215, 31.6228, 31.6228, 110.5351, 153.0261, 57.4282, 18.3848, 82.662, 170.2381, 61.0, 49.2443, 27.074, 92.6553, 78.4092, 108.7474, 64.2884, 58.0, 108.2266, 31.0, 52.345, 77.0584, 55.0, 38.0526, 110.752, 87.7838, 79.404, 114.3372, 90.9175, 144.5061, 24.0832, 72.111, 103.6967, 96.0208, 67.624, 155.6535, 135.0741, 137.5391, 60.4152, 108.2081, 59.9333, 114.057, 89.4986, 29.0172, 120.4865, 38.9487, 104.561, 50.0, 40.4475, 84.5044, 69.3542, 123.4828, 29.9666, 64.2806, 111.3283, 105.4182, 49.93, 52.2398, 71.5681, 174.0402, 91.2195, 150.03, 52.1728, 51.788, 88.5889, 12.0, 46.4004, 82.7647, 51.6624, 87.3155, 95.2733, 66.4831, 72.3671, 96.566, 153.7921, 33.6155, 64.0781, 94.4934
27, 358.3699, 270.2832, 340.9927, 350.3327, 315.4251, 295.2186, 289.2767, 170.0, 151.0828, 183.8614, 112.5877, 67.4759, 150.5457, 180.9365, 152.5549, 81.7435, 122.5602, 94.255, 58.5235, 127.6244, 170.2997, 179.201, 157.3054, 158.6758, 103.8701, 111.036, 84.214, 166.7603, 127.5343, 87.0919, 155.2063, 116.4989, 171.0263, 165.9217, 84.119, 126.8464, 160.8975, 121.2023, 182.0247, 134.618, 175.6417, 145.0965, 184.201, 101.2423, 144.9172, 105.0428, 54.4243, 99.3579, 187.5447, 80.0562, 117.72, 130.4952, 180.2054, 138.2317, 180.2249, 145.2481, 151.3803, 138.6579, 114.826, 143.1363, 114.3547, 135.2479, 138.2317, 47.0425, 209.1172, 49.4975, 197.5677, 105.4751, 120.7394, 150.2332, 141.2834, 103.0776, 153.7921, 120.0666, 70.0, 128.8914, 171.2338, 53.2541, 111.1126, 94.2019, 146.3865, 129.7112, 150.4427, 104.0481, 76.6551, 84.1724, 121.6224, 136.6931, 108.2081, 144.0069, 23.5372, 62.1691, 127.6401, 68.7968, 103.407, 121.8401, 56.0803, 16.7631, 45.6508, 99.1262, 103.3247, 101.4002, 37.5366, 88.955, 132.1855, 79.0063, 51.788, 97.0, 126.0159, 43.9659, 28.0179, 79.2591, 55.2268, 52.4976, 57.0088, 40.7922, 33.6155, 88.4816, 81.6149, 25.4951, 147.5127, 88.1022, 166.1927, 8.0, 51.5461, 98.9798, 86.6833, 79.3977, 46.5188, 38.4708, 83.6002, 76.3217, 34.7851, 164.7574, 74.8131, 174.0029, 109.859, 18.3848, 70.0643, 91.0824, 105.3043, 132.8345, 73.0068, 190.9241, 111.6647, 215.3555, 108.3374, 47.1275, 55.7315, 132.4122, 86.0058, 35.0571, 81.0494, 32.311, 42.107, 32.0156, 94.5304, 57.7754, 120.1666, 65.4599, 86.0058, 82.1523, 74.2159, 72.2011, 134.4024, 82.1523, 116.8418, 83.1685, 83.3547, 38.0526, 135.9301, 64.5136, 40.3113, 113.6002, 67.7422, 33.0, 87.5557, 18.1108, 35.4401, 23.0868
28, 445.1539, 342.7725, 268.6038, 297.6189, 227.706, 217.9197, 267.4341, 194.1649, 222.6252, 104.0, 180.5796, 108.9312, 136.8832, 181.1574, 93.5361, 81.4923, 154.7417, 122.3479, 117.1537, 22.8254, 144.1284, 29.0, 161.1118, 89.8888, 160.0, 156.349, 65.4905, 138.7083, 158.4929, 253.539, 170.7513, 30.4138, 157.8924, 141.8732, 17.1172, 159.4522, 128.1288, 101.2126, 183.3576, 135.2072, 139.6066, 164.8393, 164.6845, 51.0784, 106.7755, 129.6302, 111.0045, 107.7822, 77.8332, 83.9345, 205.548, 106.8504, 153.1013, 140.2462, 155.0806, 92.1792, 178.0449, 190.5361, 154.0519, 81.0555, 95.2103, 99.5691, 179.7248, 41.7253, 100.6628, 160.7016, 82.0244, 77.666, 160.0125, 67.1193, 104.7855, 177.2287, 174.1407, 179.1005, 227.9759, 46.2385, 22.4722, 185.3969, 108.7566, 128.7983, 20.8806, 133.8096, 136.4734, 145.0552, 100.1699, 72.0902, 7.2801, 105.7024, 179.0447, 179.6441, 90.2552, 174.0402, 123.8426, 59.4138, 22.0, 93.723, 131.5295, 57.0088, 102.8251, 51.923, 62.3939, 104.2017, 140.0, 79.1012, 113.2166, 74.7329, 17.6918, 118.4061, 82.3893, 50.3289, 97.2934, 63.6553, 32.249, 42.4264, 71.7844, 86.3134, 112.2854, 52.1536, 135.2368, 20.5913, 31.5753, 119.0126, 135.7129, 46.2385, 73.7835, 61.8466, 212.2852, 69.9214, 225.4884, 159.6653, 129.2478, 43.6807, 78.7147, 58.2495, 113.0, 155.4156, 114.8651, 115.5249, 72.4224, 154.5639, 82.3468, 95.0158, 144.8033, 127.7693, 62.6498, 123.6932, 167.863, 54.8179, 115.447, 116.9658, 96.0469, 77.5242, 134.0783, 178.1965, 95.0158, 89.4036, 167.5858, 93.6803, 97.9898, 41.8688, 50.9117, 127.9453, 73.2462, 108.2266, 98.4073, 39.3954, 104.1009, 125.5747, 121.6963, 104.4844, 16.2788, 89.0449, 94.255, 116.3615, 80.6536, 25.2389, 95.1893, 160.3777, 93.145, 19.2094
29, 364.335, 394.3425, 338.9174, 276.7996, 193.4373, 178.8994, 227.4027, 88.7525, 197.6866, 87.7268, 23.4307, 138.8272, 154.7805, 74.7061, 141.598, 110.7881, 38.0789, 73.1095, 214.4481, 145.0965, 109.3846, 90.4434, 175.4537, 177.7892, 235.2382, 139.1761, 207.4729, 154.9871, 90.7579, 87.0919, 177.3415, 299.2407, 192.6655, 124.0645, 118.0678, 25.7099, 156.205, 244.8591, 128.4251, 193.8685, 187.0027, 91.4112, 138.6001, 101.5332, 123.4342, 150.2332, 79.0253, 101.1385, 124.0161, 196.8883, 223.8951, 250.1699, 197.717, 279.8857, 10.2956, 23.3452, 201.5862, 143.7567, 154.0292, 123.1463, 165.1303, 102.0441, 84.9706, 14.4222, 73.7902, 130.679, 84.386, 173.2195, 106.066, 58.7282, 124.964, 119.1512, 89.4427, 111.9732, 137.7135, 175.2313, 152.1611, 173.4416, 141.0319, 157.5817, 100.045, 106.0754, 103.407, 152.8692, 118.423, 189.6945, 45.793, 161.1366, 112.272, 97.0155, 33.121, 86.764, 94.1754, 150.5457, 102.5524, 132.0947, 44.1022, 41.3401, 100.439, 138.1919, 102.3572, 72.1249, 23.0868, 32.1403, 46.0435, 82.4197, 76.896, 134.4656, 34.5398, 90.4268, 25.02, 134.9704, 79.2086, 36.8782, 39.5601, 101.8283, 33.3766, 72.3464, 134.0821, 120.5695, 70.7248, 110.3449, 103.0776, 41.4367, 156.205, 59.0762, 90.9065, 151.7531, 106.7755, 204.7071, 75.0067, 208.0961, 77.6209, 141.6827, 69.0797, 113.8112, 121.2642, 141.3223, 142.1267, 125.8968, 131.3697, 117.1708, 104.3552, 127.6401, 145.0, 143.3911, 212.0495, 154.3308, 110.5486, 91.9674, 95.6713, 171.0731, 95.901, 207.6247, 85.5628, 97.0, 151.6476, 94.4299, 91.7606, 109.444, 139.1294, 61.8466, 178.6645, 70.9366, 83.3847, 77.1038, 183.8396, 101.0792, 128.8604, 41.6293, 62.2896, 41.0122, 95.5667, 79.404, 49.0408, 114.1271, 83.8153, 17.0294, 52.4786, 46.6154
30, 496.4071, 379.526, 350.1157, 213.9533, 233.0601, 263.856, 276.0652, 186.2525, 154.9355, 150.7481, 136.8941, 154.7676, 151.6047, 68.6586, 188.6637, 68.0661, 80.0625, 189.2749, 179.0251, 117.9873, 112.7918, 136.8576, 122.4132, 145.0, 97.509, 158.2403, 171.8139, 160.4618, 217.5891, 119.4194, 128.0352, 174.7713, 101.8332, 121.6224, 82.7345, 179.9389, 43.9659, 100.7025, 161.0745, 141.4001, 61.7738, 214.2265, 159.4773, 152.2662, 99.8499, 95.6033, 147.7329, 189.5521, 146.1232, 144.2775, 208.137, 112.361, 103.3102, 45.0999, 135.1037, 62.8013, 105.8915, 45.5412, 50.6063, 190.4127, 113.5297, 132.6386, 117.9025, 104.4462, 92.1358, 83.4865, 86.8332, 82.3772, 74.8131, 159.1132, 93.8616, 100.08, 99.925, 172.7918, 51.8652, 105.7024, 23.3452, 85.7963, 62.2977, 140.4315, 69.3397, 86.4523, 132.1893, 146.219, 206.0388, 134.8332, 152.0822, 76.1183, 135.0148, 63.3482, 169.2602, 53.1413, 128.2653, 46.1411, 55.0818, 28.2843, 115.4123, 167.3619, 71.218, 141.0, 66.0303, 76.531, 77.6209, 69.0072, 27.7308, 85.1645, 65.0308, 58.6686, 77.4919, 91.6624, 98.8433, 79.404, 15.6205, 11.0454, 130.8625, 141.1134, 50.9902, 65.3682, 25.2389, 47.0106, 81.4371, 184.6104, 69.3109, 145.4132, 180.6018, 91.3947, 106.8878, 96.2081, 146.3865, 93.2952, 67.624, 58.0086, 183.4475, 44.911, 47.4131, 159.8155, 174.8742, 155.3609, 158.6852, 163.6826, 111.4002, 142.8636, 124.2578, 93.984, 80.1561, 60.6383, 120.5404, 116.7305, 128.7866, 111.2879, 173.0809, 74.0945, 232.5726, 123.065, 172.2353, 106.9766, 228.9629, 115.317, 68.6804, 143.8923, 119.0, 180.6018, 114.8085, 43.8634, 94.5304, 37.5899, 56.8507, 30.2655, 77.4145, 21.5407, 138.5388, 80.6536, 106.1179, 65.2534, 66.7533, 166.8832, 13.0384, 122.5765, 28.0, 69.0797
31, 347.6349, 449.8011, 402.9516, 237.4026, 280.9786, 135.0926, 153.4047, 91.7061, 183.142, 165.1484, 168.5497, 107.5174, 219.6725, 71.0634, 106.066, 147.5974, 75.3127, 74.5252, 109.7725, 60.0333, 165.605, 180.2776, 140.0321, 114.2366, 97.6524, 117.8007, 104.0096, 135.3662, 82.662, 124.3101, 120.6731, 73.6817, 109.6038, 248.9598, 134.8518, 81.7068, 182.1867, 97.1236, 126.7162, 168.7987, 101.4002, 123.8225, 115.5206, 99.2472, 107.3359, 63.6003, 201.2014, 177.7245, 111.9866, 167.8005, 51.8941, 156.7195, 113.4548, 119.708, 141.8344, 184.7187, 149.2414, 110.0045, 92.358, 112.4455, 161.9197, 132.1363, 101.1187, 148.9463, 158.2182, 63.3877, 84.8999, 114.0175, 95.3415, 183.7417, 112.8716, 141.5097, 79.9312, 79.3095, 146.4923, 79.8812, 104.7855, 129.5222, 163.5268, 103.3925, 176.9802, 141.8732, 76.4788, 128.7012, 191.1073, 98.4124, 85.703, 107.2986, 102.5914, 112.641, 100.896, 111.072, 109.0046, 142.5623, 154.3243, 48.0833, 18.4391, 116.2841, 138.1919, 63.0635, 118.072, 26.1725, 133.6001, 38.5876, 38.2099, 80.1561, 7.0711, 87.4185, 55.7136, 112.2854, 26.9258, 61.6847, 82.4924, 79.712, 146.2395, 94.0319, 32.8024, 66.1891, 82.8734, 51.0392, 91.2414, 129.1395, 123.9758, 17.0, 144.4991, 60.0083, 141.5097, 220.0545, 52.2015, 92.1358, 90.5207, 74.1485, 127.7693, 102.0833, 131.6055, 220.0454, 23.5372, 185.2701, 127.8006, 142.8986, 168.0268, 85.5628, 52.2015, 135.6798, 134.4061, 51.7397, 134.8925, 190.0973, 109.5901, 116.3873, 132.2309, 145.8355, 107.9352, 231.6592, 151.053, 86.3713, 193.145, 194.5508, 81.5843, 196.1556, 90.0777, 40.1123, 151.7432, 97.0, 100.4988, 125.6344, 136.8941, 180.8784, 42.5441, 111.072, 100.4241, 41.1947, 39.1152, 92.4392, 127.063, 50.6952, 44.7214, 129.0349, 147.1054, 61.4003
32, 449.088, 378.1323, 268.3077, 317.0647, 201.8019, 211.9363, 89.4986, 152.7776, 155.3222, 183.1529, 149.3452, 132.9662, 163.1931, 182.0165, 163.6704, 145.4991, 184.1413, 119.0168, 77.3886, 238.1701, 180.1361, 98.0051, 127.2635, 100.6876, 204.8048, 137.6154, 144.2567, 200.7312, 176.1391, 56.4358, 175.3767, 200.125, 136.6199, 96.8349, 156.1089, 199.3615, 105.119, 181.648, 166.9281, 115.1694, 125.7179, 137.5936, 176.4653, 132.2309, 206.2935, 37.2156, 159.0283, 84.119, 182.0687, 84.0952, 116.8118, 231.2509, 137.0, 120.669, 110.4536, 201.4349, 124.7798, 175.237, 155.8589, 205.6429, 218.3254, 31.0161, 128.3628, 101.1781, 145.0138, 200.9975, 62.434, 125.3196, 75.1332, 114.5862, 129.6919, 126.6689, 68.2495, 133.2404, 128.082, 84.006, 27.0185, 60.1082, 171.0497, 188.7671, 137.0584, 157.6991, 96.2081, 72.0069, 158.373, 114.9348, 84.0536, 159.0, 20.5183, 42.9535, 109.1421, 108.5587, 187.1096, 86.8332, 41.5933, 34.1321, 59.0085, 125.6423, 129.8769, 106.6068, 101.2373, 103.846, 87.4757, 45.6946, 213.8878, 102.2008, 145.4132, 72.8011, 51.8652, 121.1652, 64.1249, 66.9104, 69.3542, 89.9889, 80.3617, 101.0198, 75.1332, 133.5215, 40.7063, 96.0417, 59.1692, 51.0882, 129.6534, 62.482, 49.1935, 84.214, 139.8463, 114.0175, 161.4466, 200.9428, 177.5444, 178.9329, 160.5522, 104.7378, 190.6856, 139.4346, 182.1236, 219.1849, 157.8354, 134.1827, 105.622, 90.824, 132.8345, 192.5097, 63.8201, 110.1136, 201.3753, 198.8291, 172.6268, 110.9099, 196.7562, 156.6684, 222.8924, 98.0459, 130.2075, 127.914, 160.2248, 90.8735, 134.4656, 159.0503, 105.2616, 134.7145, 74.686, 38.833, 50.0, 22.8035, 154.2077, 142.5798, 114.0175, 59.6825, 10.2956, 58.4637, 18.4391, 43.8292, 164.7119, 42.5206, 110.4627, 87.0, 35.4683, 66.7533
33, 357.0896, 321.8959, 326.896, 369.0054, 232.7681, 216.3793, 175.3283, 118.8697, 201.2461, 185.9301, 139.2911, 107.629, 90.824, 129.8653, 242.4417, 122.5602, 182.2745, 112.8716, 69.1158, 160.1031, 148.8523, 123.9435, 177.4768, 117.2092, 91.236, 166.6883, 170.7659, 179.36, 172.4471, 118.6002, 98.6154, 108.7796, 95.6922, 143.7846, 126.7162, 139.4633, 94.8472, 224.9644, 132.4575, 201.5341, 236.4445, 189.0291, 168.1458, 166.5893, 124.4869, 48.3735, 179.0112, 165.9187, 74.027, 111.8258, 122.0164, 185.2836, 79.4796, 102.0196, 88.7694, 25.5539, 84.4808, 164.1036, 112.8716, 155.2611, 92.1954, 140.1321, 105.9481, 95.3362, 136.7041, 149.5627, 91.3893, 137.9021, 161.4714, 61.5224, 20.2485, 112.8938, 155.9295, 170.1441, 128.5613, 104.5466, 163.2483, 119.3315, 109.7133, 168.8342, 123.9758, 73.6817, 101.1187, 135.8308, 76.6942, 98.0816, 105.3043, 160.3278, 90.0222, 94.3663, 140.9433, 72.2357, 120.1041, 112.0045, 172.5862, 119.4027, 14.3178, 31.6228, 79.0569, 80.4114, 184.201, 38.4838, 67.0671, 87.2812, 50.448, 54.4059, 8.6023, 65.8635, 156.6046, 105.019, 96.0052, 88.6002, 123.6649, 47.7074, 30.0167, 127.7693, 63.7887, 106.3297, 33.4215, 96.6644, 52.0865, 51.0098, 70.3847, 78.0064, 76.4788, 138.9244, 133.7647, 115.1217, 163.9329, 224.5106, 138.4088, 160.4244, 116.9316, 19.4165, 92.1358, 132.8796, 98.2497, 107.1168, 135.724, 260.05, 204.1372, 153.1013, 131.0343, 142.8356, 50.9902, 165.2211, 219.8568, 216.3932, 152.7776, 138.398, 135.0926, 196.7562, 274.8982, 36.8782, 156.0801, 157.6483, 171.8139, 153.8831, 130.384, 66.1211, 144.1007, 154.496, 88.2043, 74.2496, 149.566, 170.9503, 160.7296, 25.0, 101.9117, 131.042, 59.4054, 97.3293, 31.7648, 73.2462, 76.6094, 79.2023, 98.3717, 29.8329, 73.2462, 46.0977
34, 462.9147, 384.1783, 269.429, 298.6503, 231.0433, 245.5239, 254.5938, 172.7947, 227.3697, 103.0049, 174.2871, 173.4042, 213.4127, 172.2353, 168.5853, 123.0041, 139.0863, 94.0479, 87.0, 178.1039, 39.6232, 72.0625, 127.0354, 149.9667, 162.0031, 124.3382, 89.9389, 164.2224, 49.8197, 201.0224, 101.1187, 101.9804, 91.9239, 137.9058, 127.0472, 103.7111, 91.9239, 191.3139, 205.0878, 154.6739, 166.003, 161.9691, 127.4245, 188.8068, 99.8599, 173.0, 110.218, 118.3596, 207.8846, 172.4297, 103.9471, 147.1224, 158.8238, 60.0, 180.6765, 119.7748, 120.7684, 105.8915, 112.8007, 132.5481, 106.2309, 136.18, 163.9329, 182.1318, 177.6542, 157.6135, 116.4002, 216.8894, 81.8352, 51.4296, 112.9292, 76.1643, 178.7652, 124.6194, 67.4685, 71.0634, 84.9706, 80.3617, 94.3716, 153.5611, 95.901, 42.4382, 142.2849, 180.5464, 95.6033, 118.4567, 144.5579, 125.2198, 91.022, 142.8636, 164.7574, 177.6542, 81.9085, 81.8841, 98.6154, 127.9062, 68.2495, 63.1981, 134.2013, 152.2005, 58.4209, 130.8625, 62.6817, 158.0506, 78.3901, 114.0175, 93.0215, 91.1811, 80.8084, 37.5766, 6.0828, 62.6498, 62.7694, 16.2788, 19.6469, 107.5407, 54.3415, 7.6158, 44.0454, 123.6002, 118.0678, 104.1201, 54.9181, 155.8621, 84.5931, 121.0165, 154.4571, 104.2353, 106.9626, 224.1629, 107.0747, 145.9623, 144.8862, 75.452, 13.6015, 148.1249, 226.1791, 212.577, 216.5294, 155.2321, 146.6595, 136.0147, 236.8903, 126.6689, 167.323, 212.1155, 180.0444, 161.149, 116.9316, 208.787, 49.3964, 160.5522, 105.2093, 103.3102, 186.7967, 40.05, 181.1077, 74.2159, 82.2192, 162.0494, 64.405, 105.0762, 132.9097, 146.2088, 76.4853, 110.4219, 157.0987, 30.4631, 28.2843, 111.463, 41.0122, 96.0833, 26.0768, 96.6023, 24.2074, 41.9762, 107.2007, 98.4073, 31.4006, 11.0
35, 407.2653, 355.3941, 277.7355, 300.3065, 247.5237, 206.228, 64.6375, 109.2016, 212.8497, 61.6117, 200.1799, 174.046, 146.4411, 201.7176, 93.7443, 122.9187, 179.0112, 78.1025, 135.7129, 148.2228, 102.0196, 107.5174, 72.5672, 67.4166, 176.9124, 153.7693, 46.1736, 109.2383, 138.8092, 77.4145, 31.241, 183.6137, 64.8845, 129.062, 130.0154, 155.1161, 89.0056, 142.0211, 147.299, 254.4032, 186.0027, 101.5923, 237.7394, 82.4197, 67.8823, 26.9258, 65.8027, 93.8136, 117.686, 59.1692, 75.7166, 91.7878, 158.8616, 156.9841, 76.4788, 112.0089, 124.8519, 220.6173, 80.0562, 157.8892, 154.4345, 65.0308, 181.8378, 73.0616, 107.912, 191.4811, 92.1141, 100.045, 159.6653, 94.0479, 42.72, 117.9534, 105.4751, 118.4736, 150.0, 179.4018, 114.4771, 157.8005, 27.2029, 82.7345, 73.1095, 135.8308, 139.3592, 76.4199, 119.4027, 127.8006, 146.113, 156.5248, 118.4567, 115.8836, 108.9312, 173.6663, 17.0, 181.6177, 96.1769, 187.1096, 149.8566, 79.177, 206.7873, 121.7949, 63.5138, 164.6147, 51.6236, 155.7081, 70.8802, 49.2037, 61.4003, 75.0, 34.0588, 10.2956, 78.0897, 47.5395, 99.4032, 44.0114, 186.4725, 60.8358, 59.4643, 105.0048, 8.544, 107.8981, 76.0, 72.4431, 62.7694, 165.614, 129.4952, 42.72, 207.5765, 87.6584, 140.716, 24.6982, 109.1284, 113.8991, 157.5436, 110.1681, 117.6138, 95.5249, 214.3362, 162.5946, 65.3758, 224.4504, 203.8553, 193.2175, 247.0729, 153.5741, 153.8831, 150.03, 238.6567, 131.244, 179.0112, 165.218, 115.1086, 160.1125, 149.4021, 103.407, 102.1763, 189.763, 147.7058, 121.9262, 152.0855, 174.1522, 186.2606, 90.0222, 61.8466, 93.9415, 68.4105, 114.0614, 35.4401, 134.2013, 54.4243, 123.4342, 105.6788, 90.6201, 42.2019, 80.2309, 56.0803, 61.0328, 85.703, 76.5376, 71.4493, 77.1038
36, 416.8117, 283.0071, 223.0202, 165.6412, 166.2348, 99.0858, 114.6342, 127.2831, 106.8878, 140.0036, 164.7938, 154.8063, 110.8016, 174.3158, 224.2699, 115.2476, 54.3415, 197.1852, 135.0741, 234.2008, 33.0151, 170.0029, 177.7667, 69.6348, 162.6346, 206.9034, 86.4696, 138.058, 245.8373, 149.1643, 140.5845, 195.438, 64.8999, 190.0737, 135.2479, 143.3492, 171.2921, 93.4345, 159.6152, 185.8844, 163.4778, 191.8176, 127.4716, 128.0625, 161.2762, 146.8128, 161.966, 203.8553, 85.0941, 169.3576, 119.9208, 158.9277, 152.0691, 107.8703, 124.964, 193.0518, 119.105, 178.7093, 186.9545, 161.895, 145.2309, 153.0817, 154.8967, 110.3676, 64.5136, 196.9467, 91.526, 98.3107, 134.8925, 60.3738, 77.0065, 36.2215, 173.1733, 173.4878, 215.78, 167.726, 86.093, 16.5529, 92.0869, 160.2248, 135.4179, 99.0858, 79.511, 129.7998, 110.1363, 146.9966, 65.192, 135.3514, 131.0458, 81.7435, 138.4522, 97.1236, 81.4923, 146.113, 93.1075, 66.8506, 78.6003, 136.5613, 63.3246, 76.6942, 33.2866, 8.544, 80.2808, 36.7696, 77.4726, 105.3423, 150.5722, 28.0179, 65.3758, 98.1275, 56.0803, 133.6451, 183.1993, 32.45, 100.1299, 33.4215, 178.9413, 26.0768, 87.2812, 86.7698, 41.4005, 113.864, 121.396, 134.4507, 138.2317, 92.3472, 111.8302, 104.2353, 129.3406, 103.2473, 75.1332, 213.7148, 167.7647, 76.2168, 70.6612, 38.6005, 153.8441, 152.2958, 115.6936, 142.0035, 99.96, 56.8243, 185.3348, 192.2004, 176.5701, 112.4455, 123.3207, 100.8464, 121.396, 145.6022, 122.0041, 103.5809, 161.5488, 129.7998, 117.4564, 155.3094, 106.8504, 109.0367, 85.9069, 168.2379, 192.0234, 53.1507, 125.6861, 94.414, 34.0, 57.7062, 86.8332, 171.187, 147.6787, 47.8539, 114.4028, 60.6053, 138.4377, 33.4215, 49.2443, 15.2315, 123.1463, 42.9535, 83.4506, 45.607
37, 356.8767, 344.5693, 340.3763, 254.9078, 206.2062, 177.1017, 176.7824, 172.1656, 182.5212, 158.6474, 218.4422, 186.0967, 204.4627, 203.3642, 75.1665, 111.6065, 164.1767, 76.0592, 172.5254, 178.8854, 186.5905, 85.5862, 163.7834, 123.5476, 58.2151, 169.0976, 106.2544, 111.7587, 140.9433, 100.4191, 97.1288, 153.9123, 215.1116, 132.1855, 162.5423, 99.2018, 112.0402, 97.3499, 148.0068, 84.3445, 90.6035, 137.5282, 88.278, 41.3038, 73.0, 148.0338, 97.0979, 54.7814, 74.6324, 50.2494, 98.0, 103.3102, 180.6765, 201.5341, 195.041, 124.3101, 246.4346, 225.7299, 48.6004, 143.2829, 126.0357, 37.4433, 92.3093, 74.8465, 175.3169, 129.2942, 144.8068, 129.769, 39.2938, 144.2221, 118.6634, 140.1285, 158.3193, 144.5856, 120.5031, 107.4477, 219.3171, 213.3565, 150.6552, 104.7378, 53.7401, 153.2351, 126.5306, 67.6018, 178.362, 84.1724, 161.2514, 62.8013, 146.2635, 172.1308, 28.178, 98.0051, 29.2062, 59.203, 120.4326, 94.2444, 68.4251, 114.5426, 8.0623, 52.0865, 40.8044, 57.9828, 38.4708, 67.082, 64.4748, 49.0408, 74.9667, 100.5684, 115.0391, 149.0, 93.1719, 44.0114, 26.0, 160.0781, 72.6154, 81.3019, 111.8034, 101.8283, 85.8429, 119.4027, 108.1896, 141.2268, 128.316, 50.0899, 101.548, 16.7631, 103.6002, 167.2005, 181.648, 127.3185, 90.0, 84.3149, 121.8524, 117.686, 198.2524, 147.0918, 225.5682, 181.069, 118.7139, 194.7434, 149.9133, 112.1472, 95.2575, 97.949, 103.465, 165.0818, 112.2185, 145.9109, 205.0098, 65.7951, 94.1541, 149.9066, 147.1394, 91.6079, 70.214, 76.922, 36.4005, 157.0287, 96.1301, 98.8433, 44.6878, 104.1393, 113.9912, 104.9238, 145.6022, 161.966, 102.6499, 107.4244, 153.5871, 25.9615, 101.1781, 152.5418, 81.2158, 147.0544, 48.5077, 77.8781, 103.7545, 39.8121, 118.1524, 134.7368
